Year,Drivers,Class,Team,Car,Tyre,Laps,Km,Mi,Series,Driver_nationality,Team_nationality,Average_speed_kmh,Average_speed_mph,Average_lap_time,Decade,Speed_Category,Endurance_Category,Km_per_Lap
1968.0,Lucien Bianchi,,J. W. Automotive Engineering,Ford Gt40 Mk. I,Firestone,331.0,4452.88,2766.89,Icm,Bel,Gbr,185.54,115.29,4.35,1960,Fast,Ultra Long,13.45
1968.0,Pedro Rodríguez,,J. W. Automotive Engineering,Ford Gt40 Mk. I,Firestone,331.0,4452.88,2766.89,Cmve,Mex,Gbr,185.54,115.29,4.35,1960,Fast,Ultra Long,13.45
1970.0,Hans Herrmann,,Porsche Kg Salzburg,Porsche 917kh Coupé,Goodyear,343.0,4607.81,2863.16,Cmve,Deu,Aut,191.99,119.3,4.2,1970,Fast,Ultra Long,13.43
1974.0,Gérard Larrousse,,Equipe Gitanes,Matra-simca Ms670c,Goodyear,338.0,4606.571,2862.391,Wcm,Fra,Fra,191.94,119.27,4.26,1970,Fast,Ultra Long,13.63
1976.0,Jacky Ickx,,Martini Racing Porsche System,Porsche 936/76 Spyder,Goodyear,349.0,4769.923,2963.893,No Series,Bel,Deu,198.75,123.5,4.13,1970,Fast,Ultra Long,13.67
1978.0,Jean-pierre Jaussaud,,Alpine Renault,Renault Alpine A442b,Michelin,369.0,5044.53,3134.53,Wced,Fra,Fra,210.19,130.61,3.9,1970,Very Fast,Ultra Long,13.67
1978.0,Didier Pironi,,Alpine Renault,Renault Alpine A442b,Michelin,369.0,5044.53,3134.53,Wced,Fra,Fra,210.19,130.61,3.9,1970,Very Fast,Ultra Long,13.67
1982.0,Derek Bell,,Rothmans Porsche System,Porsche 956,Dunlop,359.0,4899.086,3044.151,Wec,Gbr,Deu,204.13,126.84,4.01,1980,Very Fast,Ultra Long,13.65
1988.0,Jan Lammers,,Silk Cut Jaguar,Jaguar Xjr-9lm,Dunlop,394.0,5332.97,3313.75,Wspc,Ned,Gbr,222.21,138.07,3.65,1980,Very Fast,Ultra Long,13.54
1988.0,Andy Wallace,,Silk Cut Jaguar,Jaguar Xjr-9lm,Dunlop,394.0,5332.97,3313.75,Wspc,Gbr,Gbr,222.21,138.07,3.65,1980,Very Fast,Ultra Long,13.54
1989.0,Jochen Mass,,Team Sauber Mercedes,Sauber C9/88-mercedes-benz,Michelin,389.0,5265.115,3271.591,No Series,Deu,Deu,219.38,136.32,3.7,1980,Very Fast,Ultra Long,13.54
1993.0,Éric Hélary,,Peugeot Talbot Sport,Peugeot 905 Evo 1 Bis,Michelin,375.0,5100.0,3200.0,No Series,Fra,Fra,212.5,133.33,3.84,1990,Very Fast,Ultra Long,13.6
1995.0,Masanori Sekiya,,Kokusai Kaihatsu Racing,Mclaren F1 Gtr-bmw,Michelin,298.0,4055.8,2520.2,No Series,Jpn,Gbr,168.99,105.01,4.83,1990,Fast,Ultra Long,13.61
1996.0,Manuel Reuter,,Joest Racing,Twr Porsche Wsc-95,Goodyear,354.0,4814.4,2991.5,No Series,Deu,Deu,200.6,124.65,4.07,1990,Very Fast,Ultra Long,13.6
1996.0,Alexander Wurz,,Joest Racing,Twr Porsche Wsc-95,Goodyear,354.0,4814.4,2991.5,No Series,Aut,Deu,200.6,124.65,4.07,1990,Very Fast,Ultra Long,13.6
1997.0,Michele Alboreto,,Joest Racing,Twr Porsche Wsc-95,Goodyear,361.0,4909.6,3050.7,No Series,Ita,Deu,204.57,127.11,3.99,1990,Very Fast,Ultra Long,13.6
1998.0,Stéphane Ortelli,,Porsche Ag,Porsche 911 Gt1-98,Michelin,365.0,4783.781,2972.504,No Series,Mon,Deu,199.32,123.85,3.95,1990,Fast,Ultra Long,13.11
2000.0,Frank Biela,,Audi Sport Team Joest,Audi R8,Michelin,368.0,5007.988,3111.819,No Series,Deu,Deu,208.67,129.66,3.91,2000,Very Fast,Ultra Long,13.61
2001.0,Tom Kristensen,,Audi Sport Team Joest,Audi R8,Michelin,321.0,4367.2,2713.7,No Series,Den,Deu,181.97,113.07,4.49,2000,Fast,Ultra Long,13.6
2002.0,Frank Biela,,Audi Sport Team Joest,Audi R8,Michelin,375.0,5118.75,3180.64,No Series,Deu,Deu,213.28,132.53,3.84,2000,Very Fast,Ultra Long,13.65
2002.0,Tom Kristensen,,Audi Sport Team Joest,Audi R8,Michelin,375.0,5118.75,3180.64,No Series,Den,Deu,213.28,132.53,3.84,2000,Very Fast,Ultra Long,13.65
2003.0,Guy Smith,,Team Bentley,Bentley Speed 8,Michelin,377.0,5145.571,3197.31,No Series,Gbr,Gbr,214.4,133.22,3.82,2000,Very Fast,Ultra Long,13.65
2005.0,Jj Lehto,,Champion Racing,Audi R8,Michelin,370.0,5050.5,3138.2,No Series,Fin,Usa,210.44,130.76,3.89,2000,Very Fast,Ultra Long,13.65
2005.0,Marco Werner,,Champion Racing,Audi R8,Michelin,370.0,5050.5,3138.2,No Series,Deu,Usa,210.44,130.76,3.89,2000,Very Fast,Ultra Long,13.65
2006.0,Frank Biela,,Audi Sport Team Joest,Audi R10 Tdi,Michelin,380.0,5187.0,3223.0,No Series,Deu,Deu,216.12,134.29,3.79,2000,Very Fast,Ultra Long,13.65
2006.0,Marco Werner,,Audi Sport Team Joest,Audi R10 Tdi,Michelin,380.0,5187.0,3223.0,No Series,Deu,Deu,216.12,134.29,3.79,2000,Very Fast,Ultra Long,13.65
2009.0,Marc Gené,,Peugeot Sport Total,Peugeot 908 Hdi Fap,Michelin,382.0,5206.278,3235.031,No Series,Esp,Fra,216.93,134.79,3.77,2000,Very Fast,Ultra Long,13.63
2010.0,Romain Dumas,,Audi Sport North America,Audi R15 Tdi Plus,Michelin,397.0,5410.713,3362.061,No Series,Fra,Deu,225.45,140.09,3.63,2010,Very Fast,Ultra Long,13.63
2010.0,Mike Rockenfeller,,Audi Sport North America,Audi R15 Tdi Plus,Michelin,397.0,5410.713,3362.061,No Series,Deu,Deu,225.45,140.09,3.63,2010,Very Fast,Ultra Long,13.63
2012.0,André Lotterer,,Audi Sport Team Joest,Audi R18 E-tron Quattro,Michelin,378.0,5151.762,3201.156,Fia Wec,Deu,Deu,214.66,133.38,3.81,2010,Very Fast,Ultra Long,13.63
2012.0,Benoît Tréluyer,,Audi Sport Team Joest,Audi R18 E-tron Quattro,Michelin,378.0,5151.762,3201.156,Fia Wec,Fra,Deu,214.66,133.38,3.81,2010,Very Fast,Ultra Long,13.63
2014.0,André Lotterer,,Audi Sport Team Joest,Audi R18 E-tron Quattro,Michelin,379.0,5165.391,3209.625,Fia Wec,Deu,Deu,215.22,133.73,3.8,2010,Very Fast,Ultra Long,13.63
2016.0,Romain Dumas,,Porsche Team,Porsche 919 Hybrid,Michelin,384.0,5233.536,3251.969,Fia Wec,Fra,Deu,218.06,135.5,3.75,2010,Very Fast,Ultra Long,13.63
2017.0,Earl Bamber,,Porsche Lmp Team,Porsche 919 Hybrid,Michelin,367.0,5001.23,3107.62,Fia Wec,Nzl,Deu,208.38,129.48,3.92,2010,Very Fast,Ultra Long,13.63
2017.0,Timo Bernhard,,Porsche Lmp Team,Porsche 919 Hybrid,Michelin,367.0,5001.23,3107.62,Fia Wec,Deu,Deu,208.38,129.48,3.92,2010,Very Fast,Ultra Long,13.63
2018.0,Fernando Alonso,,Toyota Gazoo Racing,Toyota Ts050 Hybrid,Michelin,388.0,5286.888,3285.12,Fia Wec,Esp,Jpn,220.29,136.88,3.71,2010,Very Fast,Ultra Long,13.63
2018.0,Sébastien Buemi,,Toyota Gazoo Racing,Toyota Ts050 Hybrid,Michelin,388.0,5286.888,3285.12,Fia Wec,Sui,Jpn,220.29,136.88,3.71,2010,Very Fast,Ultra Long,13.63
2018.0,Kazuki Nakajima,,Toyota Gazoo Racing,Toyota Ts050 Hybrid,Michelin,388.0,5286.888,3285.12,Fia Wec,Jpn,Jpn,220.29,136.88,3.71,2010,Very Fast,Ultra Long,13.63
2019.0,Kazuki Nakajima,,Toyota Gazoo Racing,Toyota Ts050 Hybrid,Michelin,385.0,5246.01,3259.72,Fia Wec,Jpn,Jpn,218.58,135.82,3.74,2010,Very Fast,Ultra Long,13.63
2021.0,José María López,,Toyota Gazoo Racing,Toyota Gr010 Hybrid,Michelin,371.0,5054.5,3140.7,Fia Wec,Arg,Jpn,210.6,130.86,3.88,2020,Very Fast,Ultra Long,13.62
2023.0,Antonio Giovinazzi,,Ferrari – Af Corse,Ferrari 499p,Michelin,342.0,4660.1,2895.65,Fia Wec,Ita,Ita,194.17,120.65,4.21,2020,Fast,Ultra Long,13.63
1923.0,André Lagache,3.0,Chenard & Walcker Sa,Chenard-walcker Type U3 15cv Sport,Michelin,128.0,2209.536,1372.942,No Series,Fra,Fra,92.06,57.21,11.25,1920,Slow,Medium,17.26
1925.0,Gérard De Courcelles,5.0,Société Lorraine De Dietrich Et Cie,Lorraine-dietrich B3-6 Sport,Englebert,129.0,2233.982,1388.132,No Series,Fra,Fra,93.08,57.84,11.16,1920,Slow,Medium,17.32
1926.0,Robert Bloch,5.0,Société Lorraine De Dietrich Et Cie,Lorraine-dietrich B3-6 Le Mans,Dunlop,148.0,2552.414,1585.997,No Series,Fra,Fra,106.35,66.08,9.73,1920,Medium,Medium,17.25
1926.0,André Rossignol,5.0,Société Lorraine De Dietrich Et Cie,Lorraine-dietrich B3-6 Le Mans,Dunlop,148.0,2552.414,1585.997,No Series,Fra,Fra,106.35,66.08,9.73,1920,Medium,Medium,17.25
1927.0,Sammy Davis,3.0,Bentley Motors Limited,Bentley 3 Litre Speed,Dunlop,137.0,2369.807,1472.53,No Series,Gbr,Gbr,98.74,61.36,10.51,1920,Slow,Medium,17.3
1930.0,Glen Kidston,3.0,Bentley Motors Limited,Bentley Speed Six,Dunlop,179.0,2930.663,1821.03,No Series,Gbr,Gbr,122.11,75.88,8.04,1930,Medium,Long,16.37
1935.0,Luis Fontés,5.0,Fox & Nichol,Lagonda M45r Rapide,Dunlop,222.0,3006.797,1868.337,No Series,Gbr,Gbr,125.28,77.85,6.49,1930,Medium,Ultra Long,13.54
1938.0,Jean Trémoulet,5.0,Eugène Chaboud Et Jean Trémoulet,Delahaye 135cs,Dunlop,235.0,3180.94,1976.54,No Series,Fra,Fra,132.54,82.36,6.13,1930,Medium,Ultra Long,13.54
1954.0,José Froilán González,,Scuderia Ferrari,Ferrari 375 Plus,Pirelli,302.0,4061.15,2523.48,Wsc,Arg,Ita,169.21,105.14,4.77,1950,Fast,Ultra Long,13.45
1957.0,Ron Flockhart,,Ecurie Ecosse,Jaguar D-type,Dunlop,327.0,4397.108,2732.236,Wsc,Gbr,Gbr,183.21,113.84,4.4,1950,Fast,Ultra Long,13.45
1962.0,Olivier Gendebien,,Scuderia Ferrari,Ferrari 330 Tri/lm Spyder,Dunlop,331.0,4451.255,2765.882,Wsc,Bel,Ita,185.47,115.25,4.35,1960,Fast,Ultra Long,13.45
1969.0,Jacky Ickx,,J. W. Automotive Engineering,Ford Gt40 Mk. I,Firestone,372.0,4998.0,3106.0,Icm,Bel,Gbr,208.25,129.42,3.87,1960,Very Fast,Ultra Long,13.44
1969.0,Jackie Oliver,,J. W. Automotive Engineering,Ford Gt40 Mk. I,Firestone,372.0,4998.0,3106.0,Cmve,Gbr,Gbr,208.25,129.42,3.87,1960,Very Fast,Ultra Long,13.44
1970.0,Richard Attwood,,Porsche Kg Salzburg,Porsche 917kh Coupé,Goodyear,343.0,4607.81,2863.16,Icm,Gbr,Aut,191.99,119.3,4.2,1970,Fast,Ultra Long,13.43
1973.0,Henri Pescarolo,,Equipe Matra-simca Shell,Matra-simca Ms670b,Goodyear,355.0,4853.945,3016.102,Ssg,Fra,Fra,202.25,125.67,4.06,1970,Very Fast,Ultra Long,13.67
1975.0,Jacky Ickx,,Gulf Research Racing Co.,Mirage Gr8-ford Cosworth,Goodyear,336.0,4595.577,2855.559,No Series,Bel,Gbr,191.48,118.98,4.29,1970,Fast,Ultra Long,13.68
1977.0,Jürgen Barth,,Martini Racing Porsche System,Porsche 936/77 Spyder,Dunlop,342.0,4671.63,2902.82,No Series,Deu,Deu,194.65,120.95,4.21,1970,Fast,Ultra Long,13.66
1977.0,Jacky Ickx,,Martini Racing Porsche System,Porsche 936/77 Spyder,Dunlop,342.0,4671.63,2902.82,No Series,Bel,Deu,194.65,120.95,4.21,1970,Fast,Ultra Long,13.66
1979.0,Klaus Ludwig,,Porsche Kremer Racing,Porsche 935 K3,Dunlop,307.0,4173.93,2593.56,Wced,Deu,Deu,173.91,108.06,4.69,1970,Fast,Ultra Long,13.6
1980.0,Jean Rondeau,,Jean Rondeau,Rondeau M379b-ford,Goodyear,338.0,4608.02,2863.29,Wced,Fra,Fra,192.0,119.3,4.26,1980,Fast,Ultra Long,13.63
1981.0,Jacky Ickx,,Porsche System,Porsche 936/81,Dunlop,354.0,4825.348,2998.332,Wec,Bel,Deu,201.06,124.93,4.07,1980,Very Fast,Ultra Long,13.63
1983.0,Al Holbert,,Rothmans Porsche,Porsche 956,Dunlop,371.0,5047.934,3136.641,Eec,Usa,Deu,210.33,130.69,3.88,1980,Very Fast,Ultra Long,13.61
1984.0,Klaus Ludwig,,Joest Racing,Porsche 956b,Dunlop,360.0,4900.276,3044.89,Wec,Deu,Deu,204.18,126.87,4.0,1980,Very Fast,Ultra Long,13.61
1988.0,Johnny Dumfries,,Silk Cut Jaguar,Jaguar Xjr-9lm,Dunlop,394.0,5332.97,3313.75,Wspc,Gbr,Gbr,222.21,138.07,3.65,1980,Very Fast,Ultra Long,13.54
1989.0,Manuel Reuter,,Team Sauber Mercedes,Sauber C9/88-mercedes-benz,Michelin,389.0,5265.115,3271.591,No Series,Deu,Deu,219.38,136.32,3.7,1980,Very Fast,Ultra Long,13.54
1990.0,Martin Brundle,,Silk Cut Jaguar,Jaguar Xjr-12 Lm,Goodyear,359.0,4882.4,3033.78,No Series,Gbr,Gbr,203.43,126.41,4.01,1990,Very Fast,Ultra Long,13.6
1990.0,Price Cobb,,Silk Cut Jaguar,Jaguar Xjr-12 Lm,Goodyear,359.0,4882.4,3033.78,No Series,Usa,Gbr,203.43,126.41,4.01,1990,Very Fast,Ultra Long,13.6
1991.0,Johnny Herbert,,Mazdaspeed Co. Ltd.,Mazda 787b,Dunlop,362.0,4922.81,3058.89,Wsc,Gbr,Jpn,205.12,127.45,3.98,1990,Very Fast,Ultra Long,13.6
1993.0,Geoff Brabham,,Peugeot Talbot Sport,Peugeot 905 Evo 1 Bis,Michelin,375.0,5100.0,3200.0,No Series,Aus,Fra,212.5,133.33,3.84,1990,Very Fast,Ultra Long,13.6
1995.0,Yannick Dalmas,,Kokusai Kaihatsu Racing,Mclaren F1 Gtr-bmw,Michelin,298.0,4055.8,2520.2,No Series,Fra,Gbr,168.99,105.01,4.83,1990,Fast,Ultra Long,13.61
1995.0,Jj Lehto,,Kokusai Kaihatsu Racing,Mclaren F1 Gtr-bmw,Michelin,298.0,4055.8,2520.2,No Series,Fin,Gbr,168.99,105.01,4.83,1990,Fast,Ultra Long,13.61
1996.0,Davy Jones,,Joest Racing,Twr Porsche Wsc-95,Goodyear,354.0,4814.4,2991.5,No Series,Usa,Deu,200.6,124.65,4.07,1990,Very Fast,Ultra Long,13.6
1997.0,Stefan Johansson,,Joest Racing,Twr Porsche Wsc-95,Goodyear,361.0,4909.6,3050.7,No Series,Swe,Deu,204.57,127.11,3.99,1990,Very Fast,Ultra Long,13.6
1999.0,Yannick Dalmas,,Team Bmw Motorsport,Bmw V12 Lmr,Michelin,366.0,4982.974,3096.276,No Series,Fra,Deu,207.62,129.01,3.93,1990,Very Fast,Ultra Long,13.61
2000.0,Emanuele Pirro,,Audi Sport Team Joest,Audi R8,Michelin,368.0,5007.988,3111.819,No Series,Ita,Deu,208.67,129.66,3.91,2000,Very Fast,Ultra Long,13.61
2001.0,Frank Biela,,Audi Sport Team Joest,Audi R8,Michelin,321.0,4367.2,2713.7,No Series,Deu,Deu,181.97,113.07,4.49,2000,Fast,Ultra Long,13.6
2002.0,Emanuele Pirro,,Audi Sport Team Joest,Audi R8,Michelin,375.0,5118.75,3180.64,No Series,Ita,Deu,213.28,132.53,3.84,2000,Very Fast,Ultra Long,13.65
2003.0,Rinaldo Capello,,Team Bentley,Bentley Speed 8,Michelin,377.0,5145.571,3197.31,No Series,Ita,Gbr,214.4,133.22,3.82,2000,Very Fast,Ultra Long,13.65
2004.0,Seiji Ara,,Audi Sport Japan Team Goh,Audi R8,Michelin,379.0,5169.97,3212.47,No Series,Jpn,Jpn,215.42,133.85,3.8,2000,Very Fast,Ultra Long,13.64
2004.0,Rinaldo Capello,,Audi Sport Japan Team Goh,Audi R8,Michelin,379.0,5169.97,3212.47,No Series,Ita,Jpn,215.42,133.85,3.8,2000,Very Fast,Ultra Long,13.64
2004.0,Tom Kristensen,,Audi Sport Japan Team Goh,Audi R8,Michelin,379.0,5169.97,3212.47,No Series,Den,Jpn,215.42,133.85,3.8,2000,Very Fast,Ultra Long,13.64
2005.0,Tom Kristensen,,Champion Racing,Audi R8,Michelin,370.0,5050.5,3138.2,No Series,Den,Usa,210.44,130.76,3.89,2000,Very Fast,Ultra Long,13.65
2007.0,Frank Biela,,Audi Sport North America,Audi R10 Tdi,Michelin,369.0,5029.101,3124.938,No Series,Deu,Deu,209.55,130.21,3.9,2000,Very Fast,Ultra Long,13.63
2008.0,Allan Mcnish,,Audi Sport North America,Audi R10 Tdi,Michelin,381.0,5192.649,3226.562,No Series,Gbr,Deu,216.36,134.44,3.78,2000,Very Fast,Ultra Long,13.63
2010.0,Timo Bernhard,,Audi Sport North America,Audi R15 Tdi Plus,Michelin,397.0,5410.713,3362.061,No Series,Deu,Deu,225.45,140.09,3.63,2010,Very Fast,Ultra Long,13.63
2011.0,Benoît Tréluyer,,Audi Sport Team Joest,Audi R18 Tdi,Michelin,355.0,4838.295,3006.377,Ilmc,Fra,Deu,201.6,125.27,4.06,2010,Very Fast,Ultra Long,13.63
2012.0,Marcel Fässler,,Audi Sport Team Joest,Audi R18 E-tron Quattro,Michelin,378.0,5151.762,3201.156,Fia Wec,Sui,Deu,214.66,133.38,3.81,2010,Very Fast,Ultra Long,13.63
2015.0,Earl Bamber,,Porsche Team,Porsche 919 Hybrid,Michelin,395.0,5382.82,3344.73,Fia Wec,Nzl,Deu,224.28,139.36,3.65,2010,Very Fast,Ultra Long,13.63
2015.0,Nico Hülkenberg,,Porsche Team,Porsche 919 Hybrid,Michelin,395.0,5382.82,3344.73,Fia Wec,Deu,Deu,224.28,139.36,3.65,2010,Very Fast,Ultra Long,13.63
2015.0,Nick Tandy,,Porsche Team,Porsche 919 Hybrid,Michelin,395.0,5382.82,3344.73,Fia Wec,Gbr,Deu,224.28,139.36,3.65,2010,Very Fast,Ultra Long,13.63
2016.0,Marc Lieb,,Porsche Team,Porsche 919 Hybrid,Michelin,384.0,5233.536,3251.969,Fia Wec,Deu,Deu,218.06,135.5,3.75,2010,Very Fast,Ultra Long,13.63
2021.0,Mike Conway,,Toyota Gazoo Racing,Toyota Gr010 Hybrid,Michelin,371.0,5054.5,3140.7,Fia Wec,Gbr,Jpn,210.6,130.86,3.88,2020,Very Fast,Ultra Long,13.62
